price,wide_weth_val,wide_usdc_val,base_weth_val,base_usdc_val,limit_weth_val,limit_usdc_val,rebalance_count
2494.93,200.17,198.53,1807.92,1780.30,11.55,1053.99,26
2493.09,200.33,198.21,1811.33,1775.55,20.10,1045.43,26
2493.13,200.33,198.22,1811.26,1775.65,19.92,1045.61,26
2492.52,200.38,198.11,1812.38,1774.09,22.74,1042.79,26
2492.54,200.38,198.12,1812.35,1774.14,22.65,1042.87,26
2491.77,200.45,197.99,1813.77,1772.16,26.21,1039.31,26
2491.67,200.46,197.97,1813.95,1771.90,26.67,1038.84,26
2492.44,200.39,198.10,1812.54,1773.87,23.12,1042.40,26
2492.53,200.38,198.12,1812.36,1774.13,22.67,1042.85,26
2492.57,200.38,198.12,1812.29,1774.23,22.49,1043.03,26
2492.96,200.35,198.19,1811.58,1775.21,20.71,1044.82,26
2495.88,200.08,198.69,1806.16,1782.75,7.14,1058.40,26
2494.83,200.17,198.51,1808.11,1780.04,12.02,1053.51,26
2494.86,200.17,198.52,1808.05,1780.13,11.86,1053.68,26
2494.56,200.20,198.46,1808.61,1779.34,13.28,1052.26,26
2494.61,200.19,198.47,1808.51,1779.48,13.03,1052.51,26
2495.06,200.15,198.55,1807.67,1780.65,10.93,1054.61,26
2495.21,200.14,198.57,1807.41,1781.02,10.26,1055.28,26
2495.24,200.14,198.58,1807.35,1781.10,10.12,1055.42,26
2493.91,200.26,198.35,1809.81,1777.68,16.27,1049.26,26
2490.91,200.53,197.84,1815.36,1769.94,30.20,1035.30,26
2491.06,200.52,197.86,1815.09,1770.32,29.52,1035.99,26
2491.58,200.47,197.95,1814.12,1771.68,27.08,1038.44,26
2490.53,200.57,197.77,1816.06,1768.96,31.96,1033.54,26
2490.56,200.56,197.78,1816.01,1769.03,31.84,1033.66,26
2490.45,200.57,197.76,1816.21,1768.76,32.33,1033.16,26
2491.90,200.44,198.01,1813.54,1772.48,25.62,1039.89,26
2492.00,200.43,198.02,1813.35,1772.75,25.15,1040.37,26
2492.08,200.43,198.04,1813.20,1772.95,24.79,1040.73,26
2492.66,200.37,198.14,1812.12,1774.46,22.07,1043.46,26
2492.62,200.38,198.13,1812.20,1774.35,22.27,1043.25,26
2492.76,200.36,198.16,1811.94,1774.71,21.62,1043.91,26
2493.94,200.25,198.36,1809.75,1777.76,16.12,1049.41,26
2494.22,200.23,198.41,1809.24,1778.47,14.85,1050.68,26
2492.96,200.34,198.19,1811.57,1775.22,20.70,1044.83,26
2492.35,200.40,198.09,1812.69,1773.66,23.51,1042.01,26
2492.49,200.39,198.11,1812.44,1774.01,22.89,1042.64,26
2492.54,200.38,198.12,1812.36,1774.13,22.66,1042.86,26
2486.56,200.93,197.09,1823.42,1758.70,50.40,1015.03,26
2487.51,200.84,197.25,1821.65,1761.17,45.98,1019.48,26
2487.39,200.85,197.23,1821.88,1760.85,46.55,1018.90,26
2486.85,200.90,197.14,1822.87,1759.47,49.02,1016.42,26
2486.25,200.96,197.04,1823.99,1757.90,51.84,1013.59,26
2486.23,200.96,197.03,1824.02,1757.86,51.91,1013.51,26
2486.18,200.96,197.02,1824.12,1757.72,52.16,1013.26,26
2486.53,200.93,197.09,1823.47,1758.63,50.53,1014.90,26
2486.93,200.89,197.15,1822.73,1759.66,48.69,1016.75,26
2486.59,200.93,197.10,1823.36,1758.78,50.26,1015.18,26
2486.53,200.93,197.09,1823.47,1758.63,50.54,1014.89,26
2486.26,200.96,197.04,1823.97,1757.93,51.78,1013.64,26
2486.15,200.97,197.02,1824.18,1757.64,52.30,1013.12,26
2486.24,200.96,197.04,1824.00,1757.88,51.87,1013.55,26
2488.05,200.79,197.35,1820.65,1762.56,43.47,1022.00,26
2490.09,200.61,197.70,1816.89,1767.82,34.02,1031.47,26
2489.45,200.66,197.59,1818.06,1766.17,36.98,1028.51,26
2490.71,200.55,197.80,1815.73,1769.43,31.13,1034.37,26
2491.04,200.52,197.86,1815.12,1770.28,29.59,1035.92,26
2491.88,200.44,198.00,1813.57,1772.44,25.70,1039.82,26
2492.10,200.42,198.04,1813.16,1773.01,24.68,1040.84,26
2493.36,200.31,198.26,1810.83,1776.25,18.84,1046.68,26
2493.09,200.33,198.21,1811.33,1775.56,20.08,1045.44,26
2493.71,200.28,198.32,1810.17,1777.17,17.20,1048.34,26
2492.92,200.35,198.18,1811.65,1775.12,20.88,1044.64,26
2491.43,200.48,197.93,1814.40,1771.28,27.79,1037.72,26
2491.14,204.43,204.08,1841.25,1835.38,0.00,966.30,27
2491.10,204.43,204.08,1841.32,1835.28,0.00,966.30,27
2491.63,204.38,204.17,1840.31,1836.69,0.00,966.30,27
2494.16,204.15,204.61,1835.48,1843.37,0.00,966.30,27
2494.14,204.15,204.61,1835.51,1843.34,0.00,966.30,27
2494.03,204.16,204.59,1835.72,1843.05,0.00,966.30,27
2494.86,204.08,204.74,1834.14,1845.23,0.00,966.30,27
2496.02,203.97,204.94,1831.92,1848.31,0.00,966.30,27
2496.60,203.92,205.04,1830.82,1849.83,0.00,966.30,27
2496.53,203.93,205.03,1830.95,1849.65,0.00,966.30,27
2496.46,203.93,205.02,1831.09,1849.46,0.00,966.30,27
2498.65,203.73,205.40,1826.90,1855.25,0.00,966.30,27
2497.69,203.82,205.23,1828.73,1852.71,0.00,966.30,27
2495.28,204.04,204.81,1833.33,1846.35,0.00,966.30,27
2495.32,204.04,204.82,1833.26,1846.45,0.00,966.30,27
2496.96,203.88,205.11,1830.13,1850.79,0.00,966.30,27
2497.02,203.88,205.12,1830.01,1850.94,0.00,966.30,27
2496.61,203.92,205.04,1830.80,1849.86,0.00,966.30,27
2495.79,203.99,204.90,1832.36,1847.70,0.00,966.30,27
2496.27,203.95,204.99,1831.43,1848.98,0.00,966.30,27
2502.33,203.38,206.05,1819.84,1864.99,0.00,966.30,27
2508.13,202.83,207.07,1808.73,1880.31,0.00,966.30,27
2508.83,202.77,207.19,1807.37,1882.17,0.00,966.30,27
2510.36,202.62,207.46,1804.45,1886.19,0.00,966.30,27
2508.13,202.83,207.07,1808.71,1880.33,0.00,966.30,27
2510.05,202.65,207.40,1805.04,1885.38,0.00,966.30,27
2512.67,202.40,207.86,1800.00,1892.30,0.00,966.30,27
2510.92,202.57,207.56,1803.36,1887.69,0.00,966.30,27
2510.75,202.58,207.53,1803.69,1887.24,0.00,966.30,27
2514.12,202.27,208.12,1797.22,1896.12,0.00,966.30,27
2515.01,202.18,208.27,1795.50,1898.47,0.00,966.30,27
2515.97,202.09,208.44,1793.67,1900.99,0.00,966.30,27
2514.65,202.22,208.21,1796.20,1897.51,0.00,966.30,27
2514.83,202.20,208.24,1795.86,1897.99,0.00,966.30,27
2514.69,202.21,208.22,1796.12,1897.63,0.00,966.30,27
2513.49,202.33,208.00,1798.43,1894.45,0.00,966.30,27
2513.16,202.36,207.95,1799.06,1893.60,0.00,966.30,27
2511.50,202.51,207.66,1802.25,1889.21,0.00,966.30,27
2509.34,202.72,207.28,1806.39,1883.52,0.00,966.30,27
2506.36,203.00,206.76,1812.12,1875.63,0.00,966.30,27
2501.45,203.46,205.89,1821.54,1862.66,0.00,966.30,27
2502.65,203.35,206.11,1819.22,1865.85,0.00,966.30,27
2496.03,203.97,204.94,1831.90,1848.33,0.00,966.30,27
2496.25,203.95,204.98,1831.49,1848.91,0.00,966.30,27
2497.39,203.84,205.18,1829.29,1851.94,0.00,966.30,27
2494.80,204.09,204.73,1834.26,1845.07,0.00,966.30,27
2494.81,204.09,204.73,1834.24,1845.09,0.00,966.30,27
2494.80,204.09,204.73,1834.26,1845.07,0.00,966.30,27
2495.60,204.01,204.87,1832.73,1847.19,0.00,966.30,27
2497.85,203.80,205.26,1828.41,1853.16,0.00,966.30,27
2498.82,203.71,205.43,1826.56,1855.72,0.00,966.30,27
2504.18,203.20,206.37,1816.29,1869.89,0.00,966.30,27
2503.96,203.23,206.34,1816.71,1869.31,0.00,966.30,27
2503.46,203.27,206.25,1817.68,1867.97,0.00,966.30,27
2502.93,203.32,206.15,1818.69,1866.58,0.00,966.30,27
2501.11,203.49,205.84,1822.17,1861.78,0.00,966.30,27
2499.19,203.67,205.50,1825.85,1856.70,0.00,966.30,27
2496.83,203.90,205.08,1830.37,1850.45,0.00,966.30,27
2497.67,203.82,205.23,1828.76,1852.67,0.00,966.30,27
2499.23,203.67,205.51,1825.77,1856.81,0.00,966.30,27
2499.69,203.63,205.59,1824.91,1858.00,0.00,966.30,27
2500.77,203.53,205.78,1822.83,1860.87,0.00,966.30,27
2500.79,203.52,205.78,1822.79,1860.92,0.00,966.30,27
2498.06,203.78,205.30,1828.02,1853.69,0.00,966.30,27
2498.17,203.77,205.32,1827.81,1853.99,0.00,966.30,27
2497.06,203.87,205.12,1829.93,1851.06,0.00,966.30,27
2495.75,204.00,204.89,1832.43,1847.60,0.00,966.30,27
2497.03,203.88,205.12,1829.98,1850.98,0.00,966.30,27
2496.81,203.90,205.08,1830.40,1850.40,0.00,966.30,27
2500.00,203.60,205.64,1824.30,1858.84,0.00,966.30,27
2503.49,203.27,206.25,1817.62,1868.05,0.00,966.30,27
2502.04,203.41,206.00,1820.40,1864.23,0.00,966.30,27
2502.18,203.39,206.02,1820.14,1864.59,0.00,966.30,27
2501.53,203.45,205.91,1821.37,1862.88,0.00,966.30,27
2501.82,203.43,205.96,1820.81,1863.66,0.00,966.30,27
2502.18,203.39,206.02,1820.14,1864.59,0.00,966.30,27
2504.69,203.16,206.46,1815.33,1871.22,0.00,966.30,27
2505.93,203.04,206.68,1812.94,1874.51,0.00,966.30,27
2508.86,202.76,207.19,1807.33,1882.23,0.00,966.30,27
2513.70,202.31,208.04,1798.02,1895.02,0.00,966.30,27
2508.85,202.76,207.19,1807.35,1882.21,0.00,966.30,27
2507.08,202.93,206.88,1810.74,1877.53,0.00,966.30,27
2507.88,202.86,207.02,1809.19,1879.67,0.00,966.30,27
2505.73,203.06,206.65,1813.33,1873.98,0.00,966.30,27
2507.79,202.86,207.01,1809.38,1879.41,0.00,966.30,27
2508.01,202.84,207.05,1808.95,1880.00,0.00,966.30,27
2507.73,202.87,207.00,1809.48,1879.27,0.00,966.30,27
2510.10,202.65,207.41,1804.94,1885.52,0.00,966.30,27
2508.63,202.78,207.15,1807.75,1881.65,0.00,966.30,27
2507.91,202.85,207.03,1809.14,1879.74,0.00,966.30,27
2509.25,202.73,207.26,1806.57,1883.27,0.00,966.30,27
2509.93,202.66,207.38,1805.26,1885.07,0.00,966.30,27
2511.60,202.51,207.67,1802.07,1889.46,0.00,966.30,27
2510.69,202.59,207.51,1803.81,1887.06,0.00,966.30,27
2510.72,202.59,207.52,1803.75,1887.15,0.00,966.30,27
2510.01,202.65,207.40,1805.10,1885.29,0.00,966.30,27
2510.02,202.65,207.40,1805.09,1885.30,0.00,966.30,27
2507.95,202.85,207.04,1809.06,1879.85,0.00,966.30,27
2509.51,202.70,207.31,1806.06,1883.97,0.00,966.30,27
2508.36,202.81,207.11,1808.28,1880.92,0.00,966.30,27
2507.82,202.86,207.01,1809.31,1879.51,0.00,966.30,27
2507.75,202.87,207.00,1809.46,1879.30,0.00,966.30,27
2506.57,202.98,206.79,1811.72,1876.19,0.00,966.30,27
2506.45,202.99,206.77,1811.94,1875.89,0.00,966.30,27
2506.63,202.97,206.80,1811.59,1876.37,0.00,966.30,27
2512.43,202.43,207.82,1800.46,1891.67,0.00,966.30,27
2511.87,202.48,207.72,1801.54,1890.19,0.00,966.30,27
2513.91,202.29,208.08,1797.62,1895.56,0.00,966.30,27
2512.28,202.44,207.79,1800.75,1891.28,0.00,966.30,27
2513.34,202.34,207.98,1798.71,1894.07,0.00,966.30,27
2515.47,202.14,208.35,1794.62,1899.68,0.00,966.30,27
2517.38,201.96,208.69,1790.95,1904.71,0.00,966.30,27
2517.56,201.94,208.72,1790.60,1905.19,0.00,966.30,27
2522.62,201.46,209.60,1780.87,1918.51,0.00,966.30,27
2523.70,201.36,209.79,1778.78,1921.36,0.00,966.30,27
2525.98,201.14,210.19,1774.38,1927.37,0.00,966.30,27
2534.54,200.33,211.68,1757.86,1949.85,0.00,966.30,27
2533.70,200.41,211.54,1759.48,1947.66,0.00,966.30,27
2532.74,200.50,211.37,1761.34,1945.13,0.00,966.30,27
2528.28,200.92,210.59,1769.95,1933.41,0.00,966.30,27
2530.27,200.73,210.94,1766.11,1938.64,0.00,966.30,27
2531.25,200.64,211.11,1764.22,1941.21,0.00,966.30,27
2530.63,200.70,211.00,1765.41,1939.58,0.00,966.30,27
2528.29,200.92,210.59,1769.92,1933.44,0.00,966.30,27
2524.48,201.29,209.93,1777.28,1923.40,0.00,966.30,27
2526.80,201.06,210.33,1772.80,1929.52,0.00,966.30,27
2527.50,201.00,210.45,1771.46,1931.35,0.00,966.30,27
2525.79,201.16,210.16,1774.75,1926.86,0.00,966.30,27
2521.88,201.53,209.47,1782.28,1916.57,0.00,966.30,27
2517.62,201.94,208.73,1790.48,1905.36,0.00,966.30,27
2518.58,201.84,208.89,1788.65,1907.87,0.00,966.30,27
2521.28,201.59,209.37,1783.45,1914.98,0.00,966.30,27
2521.86,201.53,209.47,1782.32,1916.52,0.00,966.30,27
2522.76,201.45,209.63,1780.59,1918.89,0.00,966.30,27
2523.10,201.42,209.69,1779.93,1919.78,0.00,966.30,27
2524.54,201.28,209.94,1777.16,1923.56,0.00,966.30,27
2525.62,201.18,210.13,1775.07,1926.42,0.00,966.30,27
2524.42,201.29,209.92,1777.40,1923.24,0.00,966.30,27
2524.84,201.25,209.99,1776.58,1924.36,0.00,966.30,27
2524.91,201.24,210.00,1776.44,1924.55,0.00,966.30,27
2522.96,201.43,209.66,1780.21,1919.41,0.00,966.30,27
2521.47,201.57,209.40,1783.07,1915.50,0.00,966.30,27
2522.42,201.48,209.57,1781.24,1917.99,0.00,966.30,27
2524.02,201.33,209.85,1778.16,1922.20,0.00,966.30,27
2524.22,201.31,209.88,1777.77,1922.74,0.00,966.30,27
2524.72,201.26,209.97,1776.81,1924.05,0.00,966.30,27
2527.63,200.99,210.48,1771.21,1931.69,0.00,966.30,27
2526.84,201.06,210.34,1772.73,1929.62,0.00,966.30,27
2526.17,201.13,210.22,1774.03,1927.85,0.00,966.30,27
2524.27,201.30,209.89,1777.68,1922.87,0.00,966.30,27
2525.25,201.21,210.06,1775.79,1925.44,0.00,966.30,27
2528.95,200.86,210.71,1768.66,1935.17,0.00,966.30,27
2529.88,200.77,210.87,1766.86,1937.61,0.00,966.30,27
2534.37,200.34,211.65,1758.18,1949.42,0.00,966.30,27
2531.66,200.60,211.18,1763.42,1942.29,0.00,966.30,27
2530.34,200.73,210.95,1765.97,1938.83,0.00,966.30,27
2530.41,200.72,210.96,1765.83,1939.01,0.00,966.30,27
2532.58,200.52,211.34,1761.65,1944.71,0.00,966.30,27
2531.65,200.60,211.18,1763.45,1942.26,0.00,966.30,27
2532.78,200.50,211.38,1761.25,1945.24,0.00,966.30,27
2531.16,200.65,211.09,1764.39,1940.98,0.00,966.30,27
2529.83,200.78,210.86,1766.97,1937.47,0.00,966.30,27
2529.42,200.82,210.79,1767.75,1936.40,0.00,966.30,27
2528.55,200.90,210.64,1769.43,1934.12,0.00,966.30,27
2526.87,201.06,210.34,1772.67,1929.70,0.00,966.30,27
2526.61,201.08,210.30,1773.18,1929.00,0.00,966.30,27
2525.15,201.22,210.04,1775.99,1925.16,0.00,966.30,27
2524.95,201.24,210.01,1776.38,1924.64,0.00,966.30,27
2526.68,201.08,210.31,1773.04,1929.20,0.00,966.30,27
2527.31,201.02,210.42,1771.81,1930.87,0.00,966.30,27
2529.31,200.83,210.77,1767.96,1936.12,0.00,966.30,27
2528.75,200.88,210.67,1769.05,1934.64,0.00,966.30,27
2533.99,200.38,211.59,1758.92,1948.41,0.00,966.30,27
2535.60,200.23,211.87,1755.82,1952.63,0.00,966.30,27
2536.99,200.09,212.11,1753.12,1956.29,0.00,966.30,27
2534.88,200.30,211.74,1757.20,1950.75,0.00,966.30,27
2534.77,200.31,211.72,1757.41,1950.47,0.00,966.30,27
2533.34,200.44,211.47,1760.17,1946.71,0.00,966.30,27
2533.12,200.46,211.43,1760.61,1946.12,0.00,966.30,27
2533.15,200.46,211.44,1760.54,1946.21,0.00,966.30,27
2532.18,200.55,211.27,1762.42,1943.65,0.00,966.30,27
2529.95,200.77,210.88,1766.73,1937.79,0.00,966.30,27
2527.92,200.96,210.53,1770.64,1932.47,0.00,966.30,27
2525.55,201.18,210.11,1775.20,1926.24,0.00,966.30,27
2527.26,201.02,210.41,1771.92,1930.72,0.00,966.30,27
2528.13,200.94,210.56,1770.24,1933.01,0.00,966.30,27
2528.41,200.91,210.61,1769.70,1933.74,0.00,966.30,27
2528.68,200.89,210.66,1769.18,1934.45,0.00,966.30,27
2528.50,200.90,210.63,1769.52,1933.99,0.00,966.30,27
2526.92,201.05,210.35,1772.57,1929.83,0.00,966.30,27
2526.71,201.07,210.32,1772.97,1929.28,0.00,966.30,27
2525.42,201.20,210.09,1775.47,1925.88,0.00,966.30,27
2524.54,201.28,209.94,1777.15,1923.58,0.00,966.30,27
2524.39,201.29,209.91,1777.46,1923.16,0.00,966.30,27
2524.11,201.32,209.86,1778.00,1922.43,0.00,966.30,27
2524.28,201.30,209.89,1777.65,1922.89,0.00,966.30,27
2524.22,201.31,209.88,1777.79,1922.71,0.00,966.30,27
2524.16,201.32,209.87,1777.88,1922.58,0.00,966.30,27
2524.34,201.30,209.90,1777.55,1923.04,0.00,966.30,27
2523.91,201.34,209.83,1778.37,1921.92,0.00,966.30,27
2522.97,201.43,209.66,1780.19,1919.43,0.00,966.30,27
2522.77,201.45,209.63,1780.58,1918.90,0.00,966.30,27
2520.54,201.66,209.24,1784.88,1913.03,0.00,966.30,27
2519.90,201.72,209.13,1786.11,1911.34,0.00,966.30,27
2519.04,201.80,208.98,1787.76,1909.08,0.00,966.30,27
2520.46,201.67,209.22,1785.03,1912.82,0.00,966.30,27
2520.47,201.67,209.23,1785.01,1912.85,0.00,966.30,27
2519.59,201.75,209.07,1786.69,1910.55,0.00,966.30,27
2518.66,201.84,208.91,1788.48,1908.09,0.00,966.30,27
2517.08,201.99,208.63,1791.53,1903.91,0.00,966.30,27
2521.19,201.60,209.35,1783.62,1914.75,0.00,966.30,27
2525.38,201.20,210.08,1775.55,1925.77,0.00,966.30,27
2525.11,201.23,210.04,1776.07,1925.06,0.00,966.30,27
2524.37,201.30,209.91,1777.48,1923.13,0.00,966.30,27
2522.94,201.43,209.66,1780.23,1919.37,0.00,966.30,27
2524.61,201.27,209.95,1777.03,1923.75,0.00,966.30,27
2525.53,201.19,210.11,1775.25,1926.18,0.00,966.30,27
2528.57,200.90,210.64,1769.39,1934.16,0.00,966.30,27
2527.90,200.96,210.52,1770.68,1932.40,0.00,966.30,27
2527.44,201.00,210.44,1771.56,1931.21,0.00,966.30,27
2527.26,201.02,210.41,1771.91,1930.73,0.00,966.30,27
2526.82,201.06,210.33,1772.77,1929.56,0.00,966.30,27
2527.16,201.03,210.39,1772.12,1930.45,0.00,966.30,27
2530.55,200.71,210.99,1765.57,1939.37,0.00,966.30,27
2531.56,200.61,211.16,1763.62,1942.03,0.00,966.30,27
2532.01,200.57,211.24,1762.74,1943.22,0.00,966.30,27
2532.08,200.56,211.25,1762.61,1943.40,0.00,966.30,27
2530.31,200.73,210.94,1766.03,1938.75,0.00,966.30,27
2529.76,200.78,210.85,1767.10,1937.29,0.00,966.30,27
2530.07,200.75,210.90,1766.49,1938.12,0.00,966.30,27
2530.77,200.69,211.03,1765.13,1939.96,0.00,966.30,27
2530.79,200.68,211.03,1765.09,1940.02,0.00,966.30,27
2529.14,200.84,210.74,1768.28,1935.68,0.00,966.30,27
2527.36,201.01,210.43,1771.73,1930.98,0.00,966.30,27
2525.33,201.20,210.08,1775.64,1925.65,0.00,966.30,27
2526.16,201.13,210.22,1774.03,1927.83,0.00,966.30,27
2526.43,201.10,210.27,1773.51,1928.55,0.00,966.30,27
2526.08,201.13,210.21,1774.19,1927.62,0.00,966.30,27
2524.34,201.30,209.90,1777.55,1923.04,0.00,966.30,27
2524.37,201.30,209.91,1777.48,1923.13,0.00,966.30,27
2524.71,201.26,209.97,1776.83,1924.02,0.00,966.30,27
2524.85,201.25,209.99,1776.57,1924.37,0.00,966.30,27
2522.68,201.46,209.61,1780.74,1918.68,0.00,966.30,27
2519.55,201.75,209.06,1786.78,1910.43,0.00,966.30,27
2515.68,202.12,208.39,1794.22,1900.22,0.00,966.30,27
2517.22,201.97,208.66,1791.25,1904.30,0.00,966.30,27
2519.46,201.76,209.05,1786.94,1910.20,0.00,966.30,27
2519.86,201.72,209.12,1786.18,1911.24,0.00,966.30,27
2517.96,201.90,208.79,1789.83,1906.24,0.00,966.30,27
2517.55,201.94,208.72,1790.61,1905.17,0.00,966.30,27
2514.98,202.19,208.27,1795.56,1898.40,0.00,966.30,27
2512.89,202.38,207.90,1799.59,1892.87,0.00,966.30,27
2513.38,202.34,207.99,1798.64,1894.17,0.00,966.30,27
2514.10,202.27,208.11,1797.26,1896.07,0.00,966.30,27
2510.89,202.57,207.55,1803.43,1887.59,0.00,966.30,27
2509.73,202.68,207.35,1805.64,1884.55,0.00,966.30,27
2511.36,202.53,207.63,1802.52,1888.83,0.00,966.30,27
2512.71,202.40,207.87,1799.93,1892.40,0.00,966.30,27
2512.05,202.46,207.75,1801.19,1890.66,0.00,966.30,27
2509.21,202.73,207.25,1806.65,1883.16,0.00,966.30,27
2510.48,202.61,207.48,1804.20,1886.53,0.00,966.30,27
2510.52,202.61,207.49,1804.13,1886.63,0.00,966.30,27
2511.19,202.54,207.60,1802.85,1888.39,0.00,966.30,27
2513.21,202.35,207.96,1798.97,1893.72,0.00,966.30,27
2513.78,202.30,208.06,1797.87,1895.23,0.00,966.30,27
2514.65,202.22,208.21,1796.20,1897.51,0.00,966.30,27
2514.52,202.23,208.18,1796.45,1897.17,0.00,966.30,27
2512.92,202.38,207.90,1799.53,1892.95,0.00,966.30,27
2511.31,202.53,207.62,1802.62,1888.70,0.00,966.30,27
2510.87,202.57,207.55,1803.45,1887.56,0.00,966.30,27
2508.16,202.83,207.07,1808.67,1880.39,0.00,966.30,27
2507.72,202.87,206.99,1809.52,1879.22,0.00,966.30,27
2508.87,202.76,207.20,1807.30,1882.27,0.00,966.30,27
2508.96,202.75,207.21,1807.13,1882.51,0.00,966.30,27
2510.06,202.65,207.40,1805.02,1885.41,0.00,966.30,27
2510.16,202.64,207.42,1804.82,1885.68,0.00,966.30,27
2511.49,202.52,207.65,1802.27,1889.18,0.00,966.30,27
2511.83,202.48,207.72,1801.61,1890.09,0.00,966.30,27
2511.46,202.52,207.65,1802.32,1889.12,0.00,966.30,27
2510.34,202.62,207.45,1804.48,1886.14,0.00,966.30,27
2509.88,202.67,207.37,1805.36,1884.94,0.00,966.30,27
2509.69,202.69,207.34,1805.72,1884.44,0.00,966.30,27
2504.89,203.14,206.50,1814.93,1871.76,0.00,966.30,27
2505.09,203.12,206.53,1814.56,1872.28,0.00,966.30,27
2506.66,202.97,206.81,1811.55,1876.43,0.00,966.30,27
2509.98,202.66,207.39,1805.17,1885.20,0.00,966.30,27
2511.06,202.56,207.58,1803.10,1888.05,0.00,966.30,27
2510.02,202.65,207.40,1805.10,1885.30,0.00,966.30,27
2510.68,202.59,207.51,1803.82,1887.05,0.00,966.30,27
2511.50,202.51,207.66,1802.25,1889.21,0.00,966.30,27
2510.37,202.62,207.46,1804.42,1886.23,0.00,966.30,27
2510.40,202.62,207.46,1804.37,1886.30,0.00,966.30,27
2510.08,202.65,207.41,1804.97,1885.48,0.00,966.30,27
2511.54,202.51,207.66,1802.18,1889.31,0.00,966.30,27
2519.41,201.77,209.04,1787.04,1910.06,0.00,966.30,27
2517.26,201.97,208.66,1791.19,1904.39,0.00,966.30,27
2516.17,202.07,208.47,1793.27,1901.53,0.00,966.30,27
2516.87,202.01,208.60,1791.94,1903.36,0.00,966.30,27
2517.62,201.94,208.73,1790.49,1905.34,0.00,966.30,27
2517.79,201.92,208.76,1790.16,1905.79,0.00,966.30,27
2515.06,202.18,208.28,1795.40,1898.61,0.00,966.30,27
2514.10,202.27,208.11,1797.26,1896.06,0.00,966.30,27
2513.38,202.34,207.99,1798.63,1894.18,0.00,966.30,27
2512.55,202.41,207.84,1800.23,1891.99,0.00,966.30,27
2511.92,202.47,207.73,1801.45,1890.32,0.00,966.30,27
2511.95,202.47,207.74,1801.39,1890.40,0.00,966.30,27
2510.02,202.65,207.40,1805.08,1885.32,0.00,966.30,27
2509.74,202.68,207.35,1805.64,1884.56,0.00,966.30,27
2510.79,202.58,207.53,1803.61,1887.34,0.00,966.30,27
2510.03,202.65,207.40,1805.08,1885.32,0.00,966.30,27
2508.45,202.80,207.12,1808.10,1881.16,0.00,966.30,27
2506.92,202.95,206.85,1811.05,1877.11,0.00,966.30,27
2505.12,203.12,206.54,1814.49,1872.37,0.00,966.30,27
2499.03,203.69,205.47,1826.16,1856.28,0.00,966.30,27
2503.01,203.32,206.17,1818.54,1866.79,0.00,966.30,27
2503.74,203.25,206.30,1817.13,1868.73,0.00,966.30,27
2507.09,202.93,206.88,1810.72,1877.57,0.00,966.30,27
2508.86,202.76,207.19,1807.32,1882.24,0.00,966.30,27
2508.86,202.76,207.19,1807.32,1882.24,0.00,966.30,27
2507.23,202.92,206.91,1810.45,1877.94,0.00,966.30,27
2508.48,202.80,207.13,1808.05,1881.23,0.00,966.30,27
2508.37,202.81,207.11,1808.25,1880.96,0.00,966.30,27
2507.34,202.91,206.93,1810.24,1878.22,0.00,966.30,27
2508.19,202.83,207.08,1808.61,1880.47,0.00,966.30,27
2508.08,202.84,207.06,1808.81,1880.19,0.00,966.30,27
2508.86,202.76,207.19,1807.32,1882.24,0.00,966.30,27
2508.69,202.78,207.16,1807.64,1881.80,0.00,966.30,27
2509.16,202.74,207.25,1806.74,1883.04,0.00,966.30,27
2510.15,202.64,207.42,1804.85,1885.64,0.00,966.30,27
2510.13,202.64,207.42,1804.89,1885.58,0.00,966.30,27
2509.65,200.74,200.33,1808.24,1801.40,1.30,1055.50,28
2509.66,200.74,200.33,1808.21,1801.43,1.24,1055.56,28
2509.50,200.75,200.31,1808.51,1801.02,1.96,1054.84,28
2510.18,200.69,200.42,1807.25,1802.77,0.00,1056.80,28
2510.07,200.70,200.41,1807.45,1802.49,0.00,1056.80,28
2510.05,200.70,200.40,1807.49,1802.43,0.00,1056.80,28
2510.18,200.69,200.42,1807.25,1802.78,0.00,1056.80,28
2513.74,200.36,201.04,1800.62,1811.96,0.00,1056.80,28
2513.81,200.36,201.05,1800.51,1812.12,0.00,1056.80,28
2504.73,201.19,199.49,1817.36,1788.73,23.59,1033.19,28
2502.44,201.40,199.10,1821.60,1782.82,33.97,1022.78,28
2501.81,201.45,198.99,1822.77,1781.20,36.82,1019.92,28
2498.86,201.72,198.48,1828.24,1773.57,50.19,1006.50,28
2496.07,201.98,198.00,1833.40,1766.37,62.81,993.82,28
2500.59,201.57,198.78,1825.03,1778.04,42.35,1014.37,28
2501.62,201.47,198.96,1823.12,1780.71,37.67,1019.06,28
2500.47,201.58,198.76,1825.27,1777.71,42.93,1013.79,28
2499.78,201.64,198.64,1826.54,1775.94,46.05,1010.66,28
2499.32,201.68,198.56,1827.39,1774.75,48.12,1008.58,28
2499.12,201.70,198.53,1827.76,1774.24,49.02,1007.67,28
2499.18,201.69,198.54,1827.65,1774.39,48.75,1007.94,28
2501.75,201.46,198.98,1822.89,1781.02,37.12,1019.62,28
2501.47,201.49,198.93,1823.41,1780.30,38.38,1018.35,28
2501.93,201.44,199.01,1822.56,1781.49,36.30,1020.44,28
2503.91,201.26,199.35,1818.87,1786.62,27.30,1029.47,28
